structure,tense
"PRP,VBZ,VBN,VBG,RB,IN,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,RB,IN,NN,NN,NNS",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,RB,NN,NNS,CC,NN,NNS,TO,VB,NN,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,RP,JJ,NNS,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,RP,JJ,NNS,TO,VB,PRP,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,JJ,NN,NNS",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,NNS,WDT,VBP,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,DT,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,DT,NN,IN,DT,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,DT,NN,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,DT,NN,TO,VB,JJ",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,JJ,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,NN,IN,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,NN,IN,VBG,DT,JJ,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,PRP$,NN,NN",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,TO,VB,PRP$,NN,NNS",PRESENT_PERFECT_CONTINUES
"PRP,VBZ,VBN,VBG,VBN,NNS",PRESENT_PERFECT_CONTINUES
"DT,NN,NN,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,CC,NN,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,CC,VBD,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,CC,VBD,NN,NNS",PAST_SIMPLE
"DT,NN,VBD,DT,JJ,JJ,NN",PAST_SIMPLE
"DT,NN,VBD,DT,JJ,JJ,NN,IN,DT,NNS",PAST_SIMPLE
"DT,NN,VBD,DT,JJ,NN",PAST_SIMPLE
"DT,NN,VBD,DT,JJ,NN,IN,DT,NNS",PAST_SIMPLE
"DT,NN,VBD,DT,JJ,NN,IN,NN",PAST_SIMPLE
"DT,NN,VBD,DT,JJ,NN,IN,NNS",PAST_SIMPLE
"DT,NN,VBD,DT,JJ,NNS,IN,NN",PAST_SIMPLE
"DT,NN,VBD,DT,JJ,NNS,IN,NN,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,DT,NN",PAST_SIMPLE
"DT,NN,VBD,DT,NN,,,WP,VBD,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,DT,NN,CC,VBD,PRP,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,DT,NN,CC,VBD,PRP,NN,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,DT,NN,IN,DT,JJ,NN",PAST_SIMPLE
"DT,NN,VBD,DT,NN,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,DT,NN,IN,JJ,NN",PAST_SIMPLE
"DT,NN,VBD,DT,NN,IN,NN",PAST_SIMPLE
"DT,NN,VBD,DT,NN,IN,NN,NNS",PAST_SIMPLE
"DT,NN,VBD,DT,NN,NN",PAST_SIMPLE
"DT,NN,VBD,DT,NN,NN,IN,DT,NNS",PAST_SIMPLE
"DT,NN,VBD,DT,NN,RB",PAST_SIMPLE
"DT,NN,VBD,DT,NNS",PAST_SIMPLE
"DT,NN,VBD,IN,DT,JJ,NN",PAST_SIMPLE
"DT,NN,VBD,IN,DT,JJ,VBZ",PAST_SIMPLE
"DT,NN,VBD,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,IN,DT,NNS",PAST_SIMPLE
"DT,NN,VBD,IN,JJ,NNS",PAST_SIMPLE
"DT,NN,VBD,JJ,NN,CC,NN",PAST_SIMPLE
"DT,NN,VBD,JJ,NN,IN,DT,NNS",PAST_SIMPLE
"DT,NN,VBD,JJ,NN,TO,DT,NN",PAST_SIMPLE
"DT,NN,VBD,NN,IN,DT,NN,NN",PAST_SIMPLE
"DT,NN,VBD,NN,IN,DT,NNS",PAST_SIMPLE
"DT,NN,VBD,NN,TO,DT,JJ,CC,JJ,NN",PAST_SIMPLE
"DT,NN,VBD,PRP$,JJ,NNS",PAST_SIMPLE
"DT,NN,VBD,PRP$,JJ,NNS,CC,PRP$,NNS,VBN,IN,NN",PAST_SIMPLE
"DT,NN,VBD,PRP$,NN,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,PRP$,NNS,IN,NN",PAST_SIMPLE
"DT,NN,VBD,PRP,DT,JJ,NN",PAST_SIMPLE
"DT,NN,VBD,RB",PAST_SIMPLE
"DT,NN,VBD,RB,,,VBG,DT,NNS",PAST_SIMPLE
"DT,NN,VBD,RB,,,VBG,DT,NNS,IN,DT,JJ",PAST_SIMPLE
"DT,NN,VBD,RB,DT,NN",PAST_SIMPLE
"DT,NN,VBD,RB,IN,DT,JJ",PAST_SIMPLE
"DT,NN,VBD,RB,IN,DT,NN",PAST_SIMPLE
"DT,NN,VBD,RB,IN,DT,NNS",PAST_SIMPLE
"DT,NN,VBD,RB,IN,NN,IN,DT,JJ,NN",PAST_SIMPLE
"DT,NN,VBD,RP,RB,IN,NN,IN,DT,JJ,NN",PAST_SIMPLE
"DT,NN,VBD,WRB,PRP,VBD,JJ",PAST_SIMPLE
"DT,NN,VBD,WRB,VBN",PAST_SIMPLE
"DT,NN,VBN,IN,DT,NN,IN,NN,CC,NN,NNS",PAST_SIMPLE
"DT,NN,VBN,IN,DT,NNS",PAST_SIMPLE
"DT,NN,VBN,IN,DT,NNS,IN,DT,JJ,NN",PAST_SIMPLE
"DT,NNS,VBD,CC,VBD,IN,DT,NN",PAST_SIMPLE
"DT,NNS,VBD,CC,VBD,IN,DT,NN,NN",PAST_SIMPLE
"DT,NNS,VBD,DT,NN,IN,DT,NN",PAST_SIMPLE
"DT,NNS,VBD,DT,NN,IN,NN",PAST_SIMPLE
"DT,NNS,VBD,DT,NN,IN,NNS,CC,NNS",PAST_SIMPLE
"DT,NNS,VBD,DT,NN,IN,NNS,IN,DT,NN,NN",PAST_SIMPLE
"DT,NNS,VBD,IN,DT,NN",PAST_SIMPLE
"DT,NNS,VBD,IN,DT,NN,NN",PAST_SIMPLE
"DT,NNS,VBD,IN,JJ,NNS,IN,NN,NN",PAST_SIMPLE
"DT,NNS,VBD,IN,PRP,VBD,IN,DT,NN",PAST_SIMPLE
"DT,NNS,VBD,IN,PRP,VBD,IN,DT,NNS",PAST_SIMPLE
"DT,NNS,VBD,JJ,IN,DT,JJ,NN",PAST_SIMPLE
"DT,NNS,VBD,JJ,IN,DT,NN",PAST_SIMPLE
"DT,NNS,VBD,JJ,NNS,IN,DT,JJ,NN",PAST_SIMPLE
"DT,NNS,VBD,NN,IN,DT,NN",PAST_SIMPLE
"DT,NNS,VBD,NNS,IN,DT,NN",PAST_SIMPLE
"DT,NNS,VBD,PRP$,NNS,IN,NN",PAST_SIMPLE
"DT,NNS,VBD,RB,IN,DT,JJ,NNS",PAST_SIMPLE
"DT,NNS,VBD,RB,IN,DT,NN",PAST_SIMPLE
"DT,NNS,VBD,RB,IN,DT,NN,NN",PAST_SIMPLE
"DT,NNS,VBD,VBG,NN,NNS",PAST_SIMPLE
"DT,NNS,VBN,IN,DT,NN,NN",PAST_SIMPLE
"DT,NNS,VBN,IN,PRP$,NNS",PAST_SIMPLE
"DT,NNS,VBN,IN,PRP$,NNS,IN,DT,NN",PAST_SIMPLE
"DT,NNS,VBN,IN,PRP$,NNS,RB",PAST_SIMPLE
"DT,NNS,VBN,TO,VB,NNS,IN,DT,NN",PAST_SIMPLE
"DT,NNS,VBP,PRP$,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,CC,VBD,DT,DT,NNS",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,CC,VBD,NN,NNS",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,CC,VBD,PRP$,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,CC,VBD,PRP,TO,DT,NN,IN,PDT,DT,NN,JJ",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,DT,NN,CC,VBD,PRP,TO,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,DT,NNS",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,DT,NNS,VBD",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,NNP,NNP",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,NNS,IN,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,NNS,IN,VBG",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,PRP$,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,PRP$,JJR,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,IN,PRP$,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,NN,NN,IN,DT,JJ",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,NN,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,RB",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,TO,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,TO,PRP$,JJS,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,TO,PRP$,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NN,TO,VB,DT,JJR,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NNP,NN,IN,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NNS,IN,DT,VBN,NN",PAST_SIMPLE
"PRP,VBD,DT,JJ,NNS,VBP,IN,DT,NNP,IN,NNP",PAST_SIMPLE
"PRP,VBD,DT,JJ,NNS,VBP,IN,NNP,NNP,POS,NNP",PAST_SIMPLE
"PRP,VBD,DT,JJS,CC,VBD,JJ,NNS",PAST_SIMPLE
"PRP,VBD,DT,NN,CC,VBD,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,CC,VBD,IN,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,CC,VBD,JJ",PAST_SIMPLE
"PRP,VBD,DT,NN,CC,VBD,JJ,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,CC,VBD,JJ,NNS",PAST_SIMPLE
"PRP,VBD,DT,NN,CC,VBD,PRP,IN",PAST_SIMPLE
"PRP,VBD,DT,NN,CC,VBD,RB",PAST_SIMPLE
"PRP,VBD,DT,NN,CC,VBD,TO,VB,DT,NN,TO,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,CC,VBN,IN,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,DT,JJ,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,DT,NN,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,DT,NNS,VBD",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,DT,VBG,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,DT,VBG,NN,VBG,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,NNS,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,NNS,IN,DT,NN,NN,IN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,NNS,IN,DT,NN,VBP,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,PRP$,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,PRP$,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,IN,PRP$,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,CC,VBD,IN,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,CC,VBD,JJ,NNS",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,CC,VBN,IN,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,IN,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,IN,DT,JJ,NN,CC,VBN,IN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,IN,DT,JJ,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,IN,PRP$,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,IN,PRP$,JJS,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,IN,PRP$,NN,POS,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,IN,PRP$,NN,POS,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,NN,IN,PRP$,JJR,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,NN,IN,PRP$,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,NN,RB",PAST_SIMPLE
"PRP,VBD,DT,NN,POS,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,RB",PAST_SIMPLE
"PRP,VBD,DT,NN,TO,PRP$,JJ,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,TO,PRP$,NN",PAST_SIMPLE
"PRP,VBD,DT,NN,TO,VB,DT,NN,NNS",PAST_SIMPLE
"PRP,VBD,DT,NN,TO,VB,DT,NNS",PAST_SIMPLE
"PRP,VBD,DT,NN,TO,VB,NN",PAST_SIMPLE
"PRP,VBD,DT,VBG,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,VBG,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,VBG,NN,IN,NN",PAST_SIMPLE
"PRP,VBD,DT,VBG,NN,NN",PAST_SIMPLE
"PRP,VBD,DT,VBG,NN,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,VBG,NNP,NN",PAST_SIMPLE
"PRP,VBD,DT,VBN,NN,CC,VBD,DT,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,DT,VBN,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,JJ,NN,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,JJ,NN,VBN,IN,NN,NNS",PAST_SIMPLE
"PRP,VBD,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,NN,CC,VBD,VBN",PAST_SIMPLE
"PRP,VBD,IN,DT,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,NN,IN,JJ,IN,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,NN,IN,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,NN,JJ,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,NN,JJS,TO,VB,DT,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,NN,NN,TO,DT,NNS",PAST_SIMPLE
"PRP,VBD,IN,DT,NN,NNS",PAST_SIMPLE
"PRP,VBD,IN,DT,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,NNS,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,VBG,JJ,NN",PAST_SIMPLE
"PRP,VBD,IN,DT,VBG,NN,NN,NN",PAST_SIMPLE
"PRP,VBD,IN,NN,CC,NN",PAST_SIMPLE
"PRP,VBD,IN,NN,CC,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,IN,NN,WRB,PRP,VBD,JJ,NN",PAST_SIMPLE
"PRP,VBD,IN,PRP$,JJ,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,IN,PRP$,JJ,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,IN,PRP$,JJ,NNS,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,IN,PRP$,NN,IN,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,IN,PRP$,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,IN,PRP$,NNS,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,JJ,JJ,NN",PAST_SIMPLE
"PRP,VBD,JJ,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,JJ,NNS,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,NN,IN,PRP$,NN",PAST_SIMPLE
"PRP,VBD,NN,IN,PRP$,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,NN,IN,PRP$,NNS,IN,NN",PAST_SIMPLE
"PRP,VBD,NN,NNS,RB",PAST_SIMPLE
"PRP,VBD,NN,RB,IN,NN",PAST_SIMPLE
"PRP,VBD,NNP,IN,NNS",PAST_SIMPLE
"PRP,VBD,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,NNS,IN,DT,NN,CC,VBD,PRP,NN",PAST_SIMPLE
"PRP,VBD,NNS,IN,DT,NN,NN,NN",PAST_SIMPLE
"PRP,VBD,NNS,IN,PRP$,NNS",PAST_SIMPLE
"PRP,VBD,NNS,IN,PRP$,NNS,IN,PRP$,NNS",PAST_SIMPLE
"PRP,VBD,PRP$,JJ,IN,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,PRP$,JJ,IN,DT,JJ,NN,NN",PAST_SIMPLE
"PRP,VBD,PRP$,JJ,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,PRP$,JJ,NN,CC,VBD,DT,JJ,CD",PAST_SIMPLE
"PRP,VBD,PRP$,JJ,NN,NN,NN,CC,VBD,DT,JJ,CD",PAST_SIMPLE
"PRP,VBD,PRP$,NN,IN,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NN,IN,DT,JJ,NN,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NN,IN,DT,JJ,NNS,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NN,IN,DT,NN,CC,RB,VBD,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NN,IN,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NN,IN,NNS",PAST_SIMPLE
"PRP,VBD,PRP$,NN,IN,PRP$,NNS,VBD,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NN,NN,NNS",PAST_SIMPLE
"PRP,VBD,PRP$,NN,POS,JJ,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NN,POS,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NN,POS,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NN,RB,IN,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NNS,CC,VBD,PRP,RB,IN,PRP$,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,PRP$,NNS,IN,DT,NNS",PAST_SIMPLE
"PRP,VBD,PRP$,NNS,NN",PAST_SIMPLE
"PRP,VBD,PRP,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,PRP,NN,NN,IN,NNS",PAST_SIMPLE
"PRP,VBD,PRP,NN,NN,WDT,VBD,VBD",PAST_SIMPLE
"PRP,VBD,PRP,NN,NN,WDT,VBD,VBN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,PRP,NN,RB,IN,NN",PAST_SIMPLE
"PRP,VBD,PRP,NN,VBZ,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,PRP,NN,VBZ,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,PRP,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,PRP,NNS,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,PRP,NNS,TO,VB,NN",PAST_SIMPLE
"PRP,VBD,RB,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,RB,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,RB,IN,NN",PAST_SIMPLE
"PRP,VBD,TO,DT,JJ,JJ,NN,IN,NN",PAST_SIMPLE
"PRP,VBD,TO,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,TO,DT,JJ,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,TO,DT,JJ,NN,IN,NN",PAST_SIMPLE
"PRP,VBD,TO,DT,NN,IN,DT,JJ,NN",PAST_SIMPLE
"PRP,VBD,TO,DT,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,TO,DT,NN,IN,NN",PAST_SIMPLE
"PRP,VBD,TO,DT,NN,NN",PAST_SIMPLE
"PRP,VBD,TO,JJ,NNS",PAST_SIMPLE
"PRP,VBD,TO,JJ,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBD,TO,VB,DT,NN,IN,NN",PAST_SIMPLE
"PRP,VBD,TO,VB,DT,NN,IN,RB,DT,JJ,NNS",PAST_SIMPLE
"PRP,VBD,VBG,DT,JJ,NN,IN,CD,VBG",PAST_SIMPLE
"PRP,VBD,VBG,DT,VBG,NN,NN,IN,CD,NN",PAST_SIMPLE
"PRP,VBD,VBG,IN,DT,NN",PAST_SIMPLE
"PRP,VBP,DT,JJ,NN,IN,DT,NN",PAST_SIMPLE
"PRP,VBP,DT,JJ,NN,IN,NN,NN",PAST_SIMPLE
"PRP,VBP,DT,JJ,NN,JJ,NN",PAST_SIMPLE
"PRP,VBP,DT,NN,IN,DT,JJ,NN",PAST_SIMPLE
"PRP,VBP,DT,NN,NN,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBP,DT,NN,NN,IN,NNS,CC,NNS",PAST_SIMPLE
"PRP,VBP,DT,NN,NN,IN,VBG,NNS,CC,NNS",PAST_SIMPLE
"PRP,VBP,IN,DT,JJ,JJ,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBP,IN,DT,NN,CC,VBD,DT,NNS",PAST_SIMPLE
"PRP,VBP,IN,DT,NN,IN,PRP$,NN,NN",PAST_SIMPLE
"PRP,VBP,IN,DT,NN,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBP,JJ,NN,IN,DT,JJ,NN,NN",PAST_SIMPLE
"PRP,VBP,NN,IN,NN",PAST_SIMPLE
"PRP,VBP,RB,IN,DT,JJ,NN,NN",PAST_SIMPLE
"PRP,VBP,RB,IN,DT,NN,NN",PAST_SIMPLE
"PRP,VBZ,IN,DT,JJ,NNS,IN,DT,NN",PAST_SIMPLE
"PRP,VBZ,IN,DT,NN",PAST_SIMPLE
"DT,NN,NN,VBD,VBG,DT,JJ,NN",PAST_CONTINUES
"DT,NN,NNS,VBD,VBG,DT,JJ,NN",PAST_CONTINUES
"DT,NN,NNS,VBD,VBG,DT,NN",PAST_CONTINUES
"DT,NN,NNS,VBD,VBG,DT,NN,NNS",PAST_CONTINUES
"DT,NN,NNS,VBD,VBG,JJ,NN",PAST_CONTINUES
"DT,NN,NNS,VBD,VBG,RB,IN,DT,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,CC,VBG,IN,PRP$,JJ,NN,,,DT,JJ,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,CC,VBG,IN,PRP$,JJ,NN,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,CC,VBG,IN,PRP$,NNS",PAST_CONTINUES
"DT,NN,VBD,VBG,CC,VBG,JJ,NNS",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,JJ,JJ,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,JJ,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,JJ,NN,IN,DT,NNS",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,JJ,NN,TO,DT,NNS",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,IN,DT,JJ,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,IN,DT,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,IN,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,IN,PRP$,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,IN,VBG,PRP,TO,DT,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,JJ,TO,VBG,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,NN,,,VBG,NNS,TO,VB",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,NN,IN,DT,NNS",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,NN,WDT,MD,VB,NN,POS,NN,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,POS,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,POS,NNS",PAST_CONTINUES
"DT,NN,VBD,VBG,DT,NN,RB",PAST_CONTINUES
"DT,NN,VBD,VBG,IN,DT,JJ,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,IN,DT,JJ,VBZ",PAST_CONTINUES
"DT,NN,VBD,VBG,IN,DT,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,IN,DT,NNS",PAST_CONTINUES
"DT,NN,VBD,VBG,IN,JJ,NNS",PAST_CONTINUES
"DT,NN,VBD,VBG,NN,NN,IN,DT,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,NNS,IN,DT,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,PRP$,JJ,NNS",PAST_CONTINUES
